Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Cody Zeller,CHA,vs.DEN,03/05/2020,L,25,10,2,6,33.3,0,2,0.0,6,8,75.0,3,3,6,2,1,0,1,3,-5
Nikola Jokic,DEN,@CHA,03/05/2020,W,30,14,5,10,50.0,0,2,0.0,4,4,100,3,8,11,8,1,1,6,5,2
De'Aaron Fox,SAC,vs.PHI,03/05/2020,L,36,23,9,17,52.9,0,4,0.0,5,6,83.3,0,3,3,7,1,1,1,2,-12
Raul Neto,PHI,@SAC,03/05/2020,W,21,16,5,8,62.5,2,3,66.7,4,5,80.0,0,2,2,2,1,0,2,2,-3
Glenn Robinson III,PHI,@SAC,03/05/2020,W,29,5,2,6,33.3,1,3,33.3,0,0,-,1,4,5,1,0,0,0,2,2
Al Horford,PHI,@SAC,03/05/2020,W,36,18,7,14,50.0,2,6,33.3,2,2,100,3,5,8,6,0,0,1,1,40
Nemanja Bjelica,SAC,vs.PHI,03/05/2020,L,31,7,3,8,37.5,1,5,20.0,0,0,-,0,5,5,3,0,0,1,2,-10
Harrison Barnes,SAC,vs.PHI,03/05/2020,L,38,15,5,10,50.0,2,3,66.7,3,4,75.0,1,5,6,5,0,0,1,0,-16
Kent Bazemore,SAC,vs.PHI,03/05/2020,L,33,14,5,9,55.6,1,3,33.3,3,4,75.0,1,8,9,0,1,1,3,4,-1
Tobias Harris,PHI,@SAC,03/05/2020,W,37,28,11,22,50.0,4,6,66.7,2,3,66.7,4,10,14,3,0,1,2,1,21
Mike Scott,PHI,@SAC,03/05/2020,W,25,11,5,10,50.0,1,3,33.3,0,0,-,3,4,7,4,0,0,1,1,11
Alex Len,SAC,vs.PHI,03/05/2020,L,15,4,2,2,100,0,0,-,0,2,0.0,1,3,4,0,0,0,4,3,-8
Buddy Hield,SAC,vs.PHI,03/05/2020,L,25,22,8,16,50.0,6,10,60.0,0,0,-,0,1,1,1,3,0,3,4,-4
Furkan Korkmaz,PHI,@SAC,03/05/2020,W,25,7,2,7,28.6,1,3,33.3,2,2,100,0,1,1,3,3,0,3,2,1
Matisse Thybulle,PHI,@SAC,03/05/2020,W,19,3,1,3,33.3,0,2,0.0,1,2,50.0,2,0,2,1,1,0,1,3,13
Bogdan Bogdanovic,SAC,vs.PHI,03/05/2020,L,35,13,5,8,62.5,1,4,25.0,2,2,100,0,6,6,5,1,0,1,1,-4
Shake Milton,PHI,@SAC,03/05/2020,W,27,20,8,14,57.1,3,5,60.0,1,1,100,0,3,3,3,1,1,1,4,19
Alec Burks,PHI,@SAC,03/05/2020,W,19,17,6,12,50.0,3,6,50.0,2,2,100,1,2,3,1,2,0,1,2,7
Cory Joseph,SAC,vs.PHI,03/05/2020,L,12,0,0,1,0.0,0,0,-,0,0,-,0,1,1,1,0,2,1,2,-4
Harry Giles III,SAC,vs.PHI,03/05/2020,L,15,10,5,8,62.5,0,0,-,0,0,-,1,1,2,1,1,0,2,3,-15
Norvel Pelle,PHI,@SAC,03/05/2020,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-12
Landry Shamet,LAC,@HOU,03/05/2020,W,17,3,1,4,25.0,1,4,25.0,0,0,-,0,2,2,0,0,1,0,2,-11
Montrezl Harrell,LAC,@HOU,03/05/2020,W,22,19,5,9,55.6,0,1,0.0,9,10,90.0,0,10,10,0,0,2,2,2,3
Ben McLemore,HOU,vs.LAC,03/05/2020,L,20,2,0,6,0.0,0,3,0.0,2,2,100,2,1,3,2,0,0,0,4,3
JaMychal Green,LAC,@HOU,03/05/2020,W,24,11,4,7,57.1,2,5,40.0,1,2,50.0,2,4,6,2,0,0,0,2,-3
Austin Rivers,HOU,vs.LAC,03/05/2020,L,18,5,1,5,20.0,1,2,50.0,2,2,100,0,2,2,3,0,0,0,0,4
Paul George,LAC,@HOU,03/05/2020,W,30,13,5,13,38.5,0,5,0.0,3,5,60.0,2,7,9,7,0,0,1,3,17
DeMarre Carroll,HOU,vs.LAC,03/05/2020,L,15,9,2,4,50.0,0,2,0.0,5,5,100,0,1,1,0,0,0,1,2,13
Russell Westbrook,HOU,vs.LAC,03/05/2020,L,33,29,11,27,40.7,0,2,0.0,7,11,63.6,7,8,15,5,1,0,2,2,-13
Jeff Green,HOU,vs.LAC,03/05/2020,L,20,17,6,10,60.0,3,6,50.0,2,2,100,1,1,2,0,1,0,0,2,-1
Lou Williams,LAC,@HOU,03/05/2020,W,20,5,1,5,20.0,0,2,0.0,3,3,100,1,2,3,2,1,0,1,0,-1
Amir Coffey,LAC,@HOU,03/05/2020,W,5,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,1,0,0,1,1,-11
Ivica Zubac,LAC,@HOU,03/05/2020,W,20,17,6,6,100,0,0,-,5,6,83.3,1,11,12,0,0,1,0,1,23
Rodney McGruder,LAC,@HOU,03/05/2020,W,5,3,1,1,100,1,1,100,0,0,-,0,0,0,1,0,0,1,0,-11
Reggie Jackson,LAC,@HOU,03/05/2020,W,18,6,2,5,40.0,1,3,33.3,1,2,50.0,0,2,2,1,0,0,3,5,0
Kawhi Leonard,LAC,@HOU,03/05/2020,W,29,25,8,15,53.3,4,7,57.1,5,9,55.6,1,5,6,5,2,1,2,3,33
Marcus Morris Sr.,LAC,@HOU,03/05/2020,W,22,11,4,12,33.3,3,8,37.5,0,0,-,0,2,2,1,0,1,1,4,19
Patrick Patterson,LAC,@HOU,03/05/2020,W,5,0,0,2,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,1,0,-11
Patrick Beverley,LAC,@HOU,03/05/2020,W,23,5,1,2,50.0,1,2,50.0,2,2,100,1,3,4,2,2,0,1,2,28
Danuel House Jr.,HOU,vs.LAC,03/05/2020,L,24,14,6,10,60.0,1,5,20.0,1,1,100,1,3,4,2,0,2,1,1,-5
Bruno Caboclo,HOU,vs.LAC,03/05/2020,L,4,2,1,1,100,0,0,-,0,0,-,0,1,1,1,0,0,0,0,8
Robert Covington,HOU,vs.LAC,03/05/2020,L,27,3,1,4,25.0,0,3,0.0,1,2,50.0,1,8,9,1,1,2,0,5,-24
James Harden,HOU,vs.LAC,03/05/2020,L,28,16,4,17,23.5,0,8,0.0,8,11,72.7,0,7,7,4,1,0,4,3,-19
Eric Gordon,HOU,vs.LAC,03/05/2020,L,23,5,2,8,25.0,1,6,16.7,0,0,-,0,1,1,0,1,1,1,3,-18
P.J. Tucker,HOU,vs.LAC,03/05/2020,L,28,3,1,5,20.0,1,5,20.0,0,0,-,3,3,6,1,1,0,1,3,-23
Serge Ibaka,TOR,@GSW,03/05/2020,W,30,13,6,11,54.5,1,3,33.3,0,0,-,1,12,13,3,0,1,0,3,-2
Chris Boucher,TOR,@GSW,03/05/2020,W,8,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,0,1,0,2,9
Juan Toscano-Anderson,GSW,vs.TOR,03/05/2020,L,22,2,1,4,25.0,0,2,0.0,0,0,-,2,3,5,3,1,0,0,3,-14
Mychal Mulder,GSW,vs.TOR,03/05/2020,L,24,8,3,9,33.3,2,8,25.0,0,0,-,0,3,3,1,1,0,2,2,1
Damion Lee,GSW,vs.TOR,03/05/2020,L,36,23,8,17,47.1,5,12,41.7,2,4,50.0,0,5,5,3,1,0,2,6,-1
Marquese Chriss,GSW,vs.TOR,03/05/2020,L,30,17,6,14,42.9,0,1,0.0,5,6,83.3,5,7,12,4,1,2,1,2,5
Pascal Siakam,TOR,@GSW,03/05/2020,W,38,17,5,17,29.4,0,7,0.0,7,9,77.8,0,5,5,5,1,1,3,4,-2
Andrew Wiggins,GSW,vs.TOR,03/05/2020,L,37,21,9,20,45.0,3,9,33.3,0,1,0.0,5,5,10,2,0,2,2,3,-11
Norman Powell,TOR,@GSW,03/05/2020,W,38,37,13,21,61.9,4,8,50.0,7,7,100,0,3,3,2,3,0,2,5,7
Kyle Lowry,TOR,@GSW,03/05/2020,W,33,26,6,14,42.9,4,12,33.3,10,10,100,0,5,5,10,2,0,3,4,1
Dragan Bender,GSW,vs.TOR,03/05/2020,L,16,3,1,6,16.7,0,3,0.0,1,2,50.0,2,3,5,4,0,0,1,3,-11
Patrick McCaw,TOR,@GSW,03/05/2020,W,24,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,3,0,0,0,1,5
Terence Davis,TOR,@GSW,03/05/2020,W,17,10,3,7,42.9,1,3,33.3,3,3,100,0,2,2,4,0,0,2,2,10
Eric Paschall,GSW,vs.TOR,03/05/2020,L,32,16,6,10,60.0,1,4,25.0,3,4,75.0,0,4,4,8,0,0,3,2,7
Jordan Poole,GSW,vs.TOR,03/05/2020,L,16,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,2,0,1,3,1,-3
Matt Thomas,TOR,@GSW,03/05/2020,W,6,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,1,1,0
Rondae Hollis-Jefferson,TOR,@GSW,03/05/2020,W,8,0,0,1,0.0,0,0,-,0,0,-,0,3,3,1,1,0,0,0,1
OG Anunoby,TOR,@GSW,03/05/2020,W,38,14,5,7,71.4,3,4,75.0,1,2,50.0,2,2,4,0,3,0,0,2,11
Stephen Curry,GSW,vs.TOR,03/05/2020,L,27,23,6,16,37.5,3,12,25.0,8,8,100,0,6,6,7,0,0,1,1,-13
Coby White,CHI,@MIN,03/04/2020,L,35,26,11,22,50.0,2,7,28.6,2,2,100,0,1,1,6,0,0,0,2,3
James Johnson,MIN,vs.CHI,03/04/2020,W,22,8,3,6,50.0,1,3,33.3,1,2,50.0,2,2,4,5,2,2,3,3,0
D'Angelo Russell,MIN,vs.CHI,03/04/2020,W,31,19,6,14,42.9,4,10,40.0,3,3,100,0,3,3,4,1,0,5,1,23
Shaquille Harrison,CHI,@MIN,03/04/2020,L,29,17,5,8,62.5,3,3,100,4,6,66.7,1,2,3,2,2,1,1,2,-10
Jake Layman,MIN,vs.CHI,03/04/2020,W,14,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,1,0,0,0,0,5
Wendell Carter Jr.,CHI,@MIN,03/04/2020,L,25,6,3,6,50.0,0,0,-,0,0,-,3,6,9,1,1,1,1,2,-14
Ryan Arcidiacono,CHI,@MIN,03/04/2020,L,23,9,3,6,50.0,3,4,75.0,0,0,-,0,3,3,2,2,0,0,2,0
Otto Porter Jr.,CHI,@MIN,03/04/2020,L,18,2,1,8,12.5,0,3,0.0,0,0,-,1,3,4,3,0,1,1,0,-4
Jarrett Culver,MIN,vs.CHI,03/04/2020,W,21,13,5,11,45.5,3,6,50.0,0,0,-,0,5,5,0,0,0,0,2,3
Jordan McLaughlin,MIN,vs.CHI,03/04/2020,W,27,10,5,10,50.0,0,2,0.0,0,2,0.0,1,0,1,7,1,0,3,1,-11
Lauri Markkanen,CHI,@MIN,03/04/2020,L,21,13,6,10,60.0,1,4,25.0,0,0,-,0,4,4,0,0,0,1,0,-5
Naz Reid,MIN,vs.CHI,03/04/2020,W,25,16,5,10,50.0,3,3,100,3,6,50.0,5,6,11,3,0,2,0,2,12
Kelan Martin,MIN,vs.CHI,03/04/2020,W,9,6,1,2,50.0,1,2,50.0,3,4,75.0,0,3,3,1,0,0,0,0,4
Josh Okogie,MIN,vs.CHI,03/04/2020,W,26,5,2,4,50.0,1,3,33.3,0,0,-,1,3,4,2,0,0,2,3,4
Juancho Hernangomez,MIN,vs.CHI,03/04/2020,W,31,12,4,8,50.0,2,5,40.0,2,4,50.0,0,7,7,2,1,0,1,2,0
Malik Beasley,MIN,vs.CHI,03/04/2020,W,34,24,8,14,57.1,4,8,50.0,4,4,100,1,2,3,2,0,0,3,1,-5
Daniel Gafford,CHI,@MIN,03/04/2020,L,10,1,0,1,0.0,0,0,-,1,2,50.0,1,1,2,0,0,0,1,5,1
Denzel Valentine,CHI,@MIN,03/04/2020,L,18,11,5,11,45.5,1,4,25.0,0,1,0.0,0,2,2,0,1,0,1,2,-5
Cristiano Felicio,CHI,@MIN,03/04/2020,L,3,0,0,0,-,0,0,-,0,0,-,1,0,1,1,0,0,0,1,2
Tomas Satoransky,CHI,@MIN,03/04/2020,L,30,10,5,11,45.5,0,1,0.0,0,0,-,1,4,5,5,1,0,3,0,-3
Thaddeus Young,CHI,@MIN,03/04/2020,L,29,13,6,11,54.5,1,4,25.0,0,0,-,1,5,6,4,3,2,1,3,0
Justin Holiday,IND,@MIL,03/04/2020,L,19,4,2,9,22.2,0,4,0.0,0,0,-,0,3,3,0,4,0,1,2,8
Pat Connaughton,MIL,vs.IND,03/04/2020,W,19,4,1,3,33.3,0,2,0.0,2,2,100,1,3,4,1,1,1,1,1,2
Robin Lopez,MIL,vs.IND,03/04/2020,W,22,7,3,5,60.0,1,2,50.0,0,0,-,2,0,2,1,0,0,0,2,2
Wesley Matthews,MIL,vs.IND,03/04/2020,W,25,15,6,10,60.0,3,7,42.9,0,0,-,0,4,4,0,0,0,0,1,22
Giannis Antetokounmpo,MIL,vs.IND,03/04/2020,W,28,29,10,23,43.5,2,8,25.0,7,7,100,3,9,12,6,1,0,4,2,26
Thanasis Antetokounmpo,MIL,vs.IND,03/04/2020,W,3,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,2,1,-9
Frank Mason,MIL,vs.IND,03/04/2020,W,5,0,0,0,-,0,0,-,0,0,-,1,1,2,1,0,0,2,1,-9
Sterling Brown,MIL,vs.IND,03/04/2020,W,13,2,1,5,20.0,0,4,0.0,0,0,-,0,3,3,2,1,0,0,0,-4
Donte DiVincenzo,MIL,vs.IND,03/04/2020,W,23,19,5,10,50.0,3,6,50.0,6,6,100,1,6,7,3,3,1,2,0,11
T.J. Warren,IND,@MIL,03/04/2020,L,33,18,8,18,44.4,1,4,25.0,1,1,100,1,3,4,1,0,0,0,3,-41
Myles Turner,IND,@MIL,03/04/2020,L,30,7,3,9,33.3,1,6,16.7,0,0,-,0,5,5,0,0,2,2,4,-39
Malcolm Brogdon,IND,@MIL,03/04/2020,L,11,4,2,6,33.3,0,1,0.0,0,0,-,0,2,2,2,1,0,0,1,-14
Domantas Sabonis,IND,@MIL,03/04/2020,L,37,15,6,16,37.5,1,2,50.0,2,4,50.0,1,9,10,7,0,0,6,1,-38
T.J. McConnell,IND,@MIL,03/04/2020,L,30,14,7,13,53.8,0,1,0.0,0,0,-,2,2,4,6,2,0,4,2,-3
JaKarr Sampson,IND,@MIL,03/04/2020,L,17,4,1,2,50.0,0,0,-,2,2,100,2,1,3,1,0,0,0,2,20
Doug McDermott,IND,@MIL,03/04/2020,L,19,16,6,8,75.0,3,3,100,1,1,100,0,1,1,1,2,0,0,1,-4
Khris Middleton,MIL,vs.IND,03/04/2020,W,29,20,9,16,56.3,2,5,40.0,0,0,-,0,8,8,2,0,0,2,1,27
Eric Bledsoe,MIL,vs.IND,03/04/2020,W,27,16,5,9,55.6,1,3,33.3,5,7,71.4,0,5,5,7,0,0,1,0,10
Brook Lopez,MIL,vs.IND,03/04/2020,W,25,3,1,6,16.7,1,5,20.0,0,0,-,1,4,5,1,2,1,1,2,21
Marvin Williams,MIL,vs.IND,03/04/2020,W,20,4,2,6,33.3,0,3,0.0,0,0,-,1,2,3,2,0,1,1,3,-4
Goga Bitadze,IND,@MIL,03/04/2020,L,8,9,4,7,57.1,1,4,25.0,0,0,-,0,1,1,0,0,0,0,0,17
Alize Johnson,IND,@MIL,03/04/2020,L,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,9
Aaron Holiday,IND,@MIL,03/04/2020,L,25,5,2,6,33.3,0,0,-,1,1,100,1,4,5,1,2,0,1,2,-28
Edmond Sumner,IND,@MIL,03/04/2020,L,5,4,1,3,33.3,0,2,0.0,2,2,100,0,0,0,3,1,0,0,0,9
TJ Leaf,IND,@MIL,03/04/2020,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,9
Delon Wright,DAL,vs.NOP,03/04/2020,W,25,10,3,5,60.0,3,4,75.0,1,2,50.0,0,3,3,5,2,0,2,0,11
Willie Cauley-Stein,DAL,vs.NOP,03/04/2020,W,16,2,1,1,100,0,0,-,0,0,-,0,5,5,0,0,2,0,0,-2
Dorian Finney-Smith,DAL,vs.NOP,03/04/2020,W,9,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,0,0,0,0,2,-1
Jrue Holiday,NOP,@DAL,03/04/2020,L,37,19,8,19,42.1,3,9,33.3,0,0,-,2,4,6,6,2,0,3,5,5
Lonzo Ball,NOP,@DAL,03/04/2020,L,40,25,9,19,47.4,7,11,63.6,0,0,-,3,8,11,6,2,1,2,2,-1
Derrick Favors,NOP,@DAL,03/04/2020,L,32,10,5,8,62.5,0,1,0.0,0,2,0.0,6,8,14,2,1,1,1,2,10
Maxi Kleber,DAL,vs.NOP,03/04/2020,W,39,5,2,8,25.0,1,4,25.0,0,0,-,0,7,7,4,1,5,0,4,-4
Tim Hardaway Jr.,DAL,vs.NOP,03/04/2020,W,39,18,5,15,33.3,4,9,44.4,4,4,100,0,1,1,4,0,0,2,1,-1
Michael Kidd-Gilchrist,DAL,vs.NOP,03/04/2020,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,1,1,3
Courtney Lee,DAL,vs.NOP,03/04/2020,W,11,5,2,3,66.7,1,2,50.0,0,0,-,1,0,1,0,0,0,1,1,-5
Nicolo Melli,NOP,@DAL,03/04/2020,L,26,3,1,9,11.1,1,7,14.3,0,0,-,1,3,4,3,1,0,2,5,-10
Jaxson Hayes,NOP,@DAL,03/04/2020,L,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6
Zion Williamson,NOP,@DAL,03/04/2020,L,35,21,9,18,50.0,0,0,-,3,5,60.0,2,4,6,3,0,0,2,2,1
Josh Hart,NOP,@DAL,03/04/2020,L,13,2,1,6,16.7,0,3,0.0,0,0,-,0,4,4,2,0,0,0,0,-16
Frank Jackson,NOP,@DAL,03/04/2020,L,21,12,4,7,57.1,3,5,60.0,1,1,100,0,2,2,1,0,0,0,0,-2
Brandon Ingram,NOP,@DAL,03/04/2020,L,41,27,11,22,50.0,3,8,37.5,2,3,66.7,1,4,5,4,1,1,3,6,8
E'Twaun Moore,NOP,@DAL,03/04/2020,L,16,4,2,5,40.0,0,2,0.0,0,0,-,0,0,0,1,1,1,1,1,-9
Luka Doncic,DAL,vs.NOP,03/04/2020,W,41,30,9,20,45.0,4,11,36.4,8,13,61.5,1,16,17,10,1,1,7,2,-5
Kristaps Porzingis,DAL,vs.NOP,03/04/2020,W,45,34,14,28,50.0,3,9,33.3,3,3,100,4,8,12,3,0,5,0,2,6
Seth Curry,DAL,vs.NOP,03/04/2020,W,37,21,7,12,58.3,6,9,66.7,1,2,50.0,0,3,3,4,1,0,3,4,18
Wenyen Gabriel,POR,vs.WAS,03/04/2020,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,1,0
Hassan Whiteside,POR,vs.WAS,03/04/2020,W,35,24,10,14,71.4,0,0,-,4,5,80.0,3,13,16,2,0,4,2,4,29
Nassir Little,POR,vs.WAS,03/04/2020,W,3,4,2,3,66.7,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-2
Isaac Bonga,WAS,@POR,03/04/2020,L,28,7,3,5,60.0,0,0,-,1,1,100,2,1,3,3,2,0,1,3,8
Moritz Wagner,WAS,@POR,03/04/2020,L,19,9,4,8,50.0,0,0,-,1,2,50.0,7,2,9,1,2,0,1,4,-20
Gary Trent Jr.,POR,vs.WAS,03/04/2020,W,28,2,1,7,14.3,0,3,0.0,0,0,-,1,4,5,4,0,0,1,1,-4
Anfernee Simons,POR,vs.WAS,03/04/2020,W,14,8,2,6,33.3,1,3,33.3,3,3,100,0,1,1,0,1,1,0,1,-15
Jerome Robinson,WAS,@POR,03/04/2020,L,26,5,2,9,22.2,1,3,33.3,0,0,-,1,3,4,1,0,1,0,4,-16
Troy Brown Jr.,WAS,@POR,03/04/2020,L,20,9,4,8,50.0,1,3,33.3,0,2,0.0,1,5,6,4,1,0,3,1,-5
Caleb Swanigan,POR,vs.WAS,03/04/2020,W,11,0,0,0,-,0,0,-,0,0,-,0,4,4,2,0,0,3,6,-8
Gary Payton II,WAS,@POR,03/04/2020,L,10,2,1,4,25.0,0,3,0.0,0,0,-,1,3,4,2,0,0,0,3,0
Mario Hezonja,POR,vs.WAS,03/04/2020,W,16,3,1,3,33.3,1,1,100,0,0,-,0,2,2,1,0,2,2,0,-13
CJ McCollum,POR,vs.WAS,03/04/2020,W,33,22,9,18,50.0,2,7,28.6,2,4,50.0,1,5,6,5,0,1,1,1,26
Rui Hachimura,WAS,@POR,03/04/2020,L,29,11,4,11,36.4,0,1,0.0,3,4,75.0,1,3,4,4,1,0,0,2,-16
Anzejs Pasecniks,WAS,@POR,03/04/2020,L,16,2,1,3,33.3,0,0,-,0,0,-,2,2,4,0,0,1,0,4,-7
Shabazz Napier,WAS,@POR,03/04/2020,L,26,9,3,10,30.0,1,4,25.0,2,4,50.0,1,3,4,3,0,1,2,2,-31
Bradley Beal,WAS,@POR,03/04/2020,L,38,29,10,29,34.5,4,9,44.4,5,6,83.3,2,4,6,6,1,0,2,1,-19
Carmelo Anthony,POR,vs.WAS,03/04/2020,W,32,25,8,13,61.5,3,5,60.0,6,6,100,0,5,5,1,2,0,2,4,34
Trevor Ariza,POR,vs.WAS,03/04/2020,W,34,15,3,5,60.0,2,4,50.0,7,8,87.5,0,3,3,4,2,2,0,4,36
Davis Bertans,WAS,@POR,03/04/2020,L,29,21,8,16,50.0,4,12,33.3,1,2,50.0,0,4,4,3,1,1,1,5,1
Damian Lillard,POR,vs.WAS,03/04/2020,W,32,22,6,12,50.0,4,7,57.1,6,6,100,2,2,4,5,2,1,3,1,22
Nikola Vucevic,ORL,@MIA,03/04/2020,L,40,22,9,16,56.3,1,3,33.3,3,3,100,0,16,16,7,0,1,1,0,7
James Ennis III,ORL,@MIA,03/04/2020,L,27,4,2,5,40.0,0,2,0.0,0,0,-,0,4,4,1,0,2,2,2,-9
Michael Carter-Williams,ORL,@MIA,03/04/2020,L,17,10,4,9,44.4,1,4,25.0,1,1,100,1,2,3,0,2,0,4,3,-8
Terrence Ross,ORL,@MIA,03/04/2020,L,34,35,12,18,66.7,8,10,80.0,3,5,60.0,0,0,0,0,0,0,1,2,-7
Goran Dragic,MIA,vs.ORL,03/04/2020,W,31,25,8,15,53.3,5,9,55.6,4,4,100,1,1,2,9,1,0,3,3,15
D.J. Augustin,ORL,@MIA,03/04/2020,L,17,0,0,4,0.0,0,2,0.0,0,0,-,0,2,2,4,0,0,1,1,-8
Kelly Olynyk,MIA,vs.ORL,03/04/2020,W,16,16,5,5,100,3,3,100,3,3,100,0,5,5,2,0,0,0,2,9
Andre Iguodala,MIA,vs.ORL,03/04/2020,W,16,5,2,4,50.0,1,2,50.0,0,0,-,0,3,3,0,1,2,1,1,7
Jimmy Butler,MIA,vs.ORL,03/04/2020,W,34,12,4,9,44.4,0,1,0.0,4,6,66.7,2,5,7,8,2,0,1,0,-4
Bam Adebayo,MIA,vs.ORL,03/04/2020,W,31,10,5,9,55.6,0,0,-,0,0,-,2,5,7,4,0,1,2,1,-8
Kendrick Nunn,MIA,vs.ORL,03/04/2020,W,23,9,3,11,27.3,3,7,42.9,0,0,-,0,1,1,2,1,0,1,1,-14
Evan Fournier,ORL,@MIA,03/04/2020,L,31,17,6,9,66.7,3,4,75.0,2,2,100,0,0,0,1,2,2,0,2,5
Aaron Gordon,ORL,@MIA,03/04/2020,L,36,11,5,10,50.0,0,3,0.0,1,1,100,1,5,6,9,2,0,1,4,8
Markelle Fultz,ORL,@MIA,03/04/2020,L,31,14,6,10,60.0,0,1,0.0,2,2,100,2,0,2,6,0,0,2,2,5
Mo Bamba,ORL,@MIA,03/04/2020,L,7,0,0,3,0.0,0,1,0.0,0,0,-,1,1,2,0,0,0,0,1,-8
Derrick Jones Jr.,MIA,vs.ORL,03/04/2020,W,21,9,4,6,66.7,0,2,0.0,1,2,50.0,0,2,2,2,1,1,0,3,-5
Jae Crowder,MIA,vs.ORL,03/04/2020,W,32,3,1,8,12.5,1,8,12.5,0,0,-,1,6,7,4,1,1,1,4,8
Duncan Robinson,MIA,vs.ORL,03/04/2020,W,36,27,9,12,75.0,9,12,75.0,0,0,-,0,2,2,0,1,0,3,2,7
Thon Maker,DET,vs.OKC,03/04/2020,L,12,5,1,4,25.0,0,2,0.0,3,4,75.0,2,4,6,2,0,2,1,1,-5
John Henson,DET,vs.OKC,03/04/2020,L,20,10,5,7,71.4,0,0,-,0,0,-,1,4,5,1,1,0,1,2,-5
Svi Mykhailiuk,DET,vs.OKC,03/04/2020,L,24,13,5,14,35.7,3,9,33.3,0,2,0.0,0,1,1,4,1,0,1,1,-13
Khyri Thomas,DET,vs.OKC,03/04/2020,L,9,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,1,1,0,1,0,-2
Sekou Doumbouya,DET,vs.OKC,03/04/2020,L,13,3,1,4,25.0,1,3,33.3,0,0,-,1,1,2,0,0,1,0,2,-3
Terrance Ferguson,OKC,@DET,03/04/2020,W,20,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,0,1,0,5,-4
Abdel Nader,OKC,@DET,03/04/2020,W,15,5,2,4,50.0,1,1,100,0,0,-,0,3,3,2,0,0,0,2,-2
Langston Galloway,DET,vs.OKC,03/04/2020,L,28,9,3,8,37.5,2,5,40.0,1,2,50.0,2,4,6,0,1,0,2,3,0
Jordan McRae,DET,vs.OKC,03/04/2020,L,26,15,5,11,45.5,2,4,50.0,3,5,60.0,0,2,2,3,0,0,2,4,5
Steven Adams,OKC,@DET,03/04/2020,W,32,8,4,5,80.0,0,0,-,0,3,0.0,0,7,7,3,3,1,5,1,2
Dennis Schroder,OKC,@DET,03/04/2020,W,30,23,7,14,50.0,2,4,50.0,7,7,100,0,1,1,9,0,1,1,2,0
Brandon Knight,DET,vs.OKC,03/04/2020,L,38,18,6,15,40.0,4,9,44.4,2,2,100,0,2,2,7,2,0,2,1,-6
Chris Paul,OKC,@DET,03/04/2020,W,34,16,7,10,70.0,1,3,33.3,1,1,100,0,4,4,6,3,0,6,3,11
Luguentz Dort,OKC,@DET,03/04/2020,W,25,6,2,5,40.0,1,3,33.3,1,2,50.0,1,4,5,0,0,0,0,3,2
Nerlens Noel,OKC,@DET,03/04/2020,W,16,8,4,5,80.0,0,0,-,0,0,-,0,3,3,1,1,3,1,2,5
Danilo Gallinari,OKC,@DET,03/04/2020,W,33,19,7,15,46.7,3,8,37.5,2,3,66.7,1,6,7,1,4,0,0,0,9
Shai Gilgeous-Alexander,OKC,@DET,03/04/2020,W,35,27,12,15,80.0,2,4,50.0,1,1,100,0,2,2,3,2,2,1,0,12
Tony Snell,DET,vs.OKC,03/04/2020,L,32,5,2,5,40.0,1,3,33.3,0,0,-,0,3,3,6,2,1,1,3,0
Christian Wood,DET,vs.OKC,03/04/2020,L,39,29,12,16,75.0,5,6,83.3,0,0,-,3,6,9,3,0,1,6,4,-6
Robert Williams III,BOS,@CLE,03/04/2020,W,14,6,3,5,60.0,0,0,-,0,2,0.0,2,3,5,0,1,3,1,3,14
Marcus Smart,BOS,@CLE,03/04/2020,W,32,18,5,15,33.3,0,5,0.0,8,8,100,0,2,2,2,2,0,3,3,0
Grant Williams,BOS,@CLE,03/04/2020,W,26,8,4,6,66.7,0,1,0.0,0,0,-,1,4,5,1,1,1,0,1,-3
Jayson Tatum,BOS,@CLE,03/04/2020,W,40,32,11,24,45.8,5,10,50.0,5,7,71.4,0,9,9,6,2,1,4,1,7
